Player,avg_gi,avg_gpl,avg_acpl,total_game_count,Points,gi_median,gpl_median,Elo,TPR,total_moves,White_games,Black_games,acpl_median,gi_std,gpl_std,acpl_std,avg_gi_raw,avg_gpl_white,avg_gpl_black,avg_gi_white,avg_gi_black,white_result_sum,black_result_sum,total_gpl_sum,gi_var,gi_raw_median,gi_raw_var,gi_raw_std,gpl_var,acpl_var
Vasyl Ivanchuk,162.1,0.22,3.09,5,3,160.6,0.03,2632,2711,239,3,2,2.29,7.96,0.32,2.07,0.24,0.39,-0.02,158.87,166.95,1.5,1.5,1.12,63.31,0.17,0.18,0.43,0.1,4.3
Erigaisi Arjun,160.99,0.33,1.41,7,5.5,160.7,0.3,2797,2812,276,3,4,5.38,2.27,0.35,13.31,0.19,0.56,0.15,159.53,162.07,2.5,3,2.29,5.14,0.17,0.02,0.12,0.12,177.21
Maxim Rodshtein,160.6,0.31,7.31,7,5.5,159.5,0.22,2613,2714,290,4,3,7.65,2.75,0.27,5.28,0.16,0.38,0.21,161.12,159.9,3.5,2,2.14,7.54,0.1,0.02,0.15,0.07,27.86
Ahmad Ahmadzada,160.46,0.29,4.34,7,5,160.8,0.2,2523,2594,382,4,3,5.04,2.35,0.35,2.84,0.15,0.23,0.38,161.5,159.07,3,2,2.04,5.53,0.17,0.02,0.13,0.13,8.05
Felix-Antonio Ilinca,160.4,0.21,5.36,7,6.5,159.1,0.12,2419,2828,232,3,4,3.45,3.01,0.27,4.9,0.15,0.22,0.2,160.1,160.62,2.5,4,1.47,9.08,0.08,0.03,0.16,0.07,24.05
Javokhir Sindarov,159.39,0.28,6.09,7,6,158.9,0.08,2668,2737,280,3,4,4.88,3.3,0.36,3.98,0.1,0.57,0.06,157.6,160.72,2.5,3.5,1.93,10.88,0.07,0.03,0.18,0.13,15.85
Nihal Sarin,159.08,0.36,7.38,6,4.5,159.95,0.29,2668,2761,287,3,3,5.08,5.67,0.29,5.67,0.08,0.46,0.27,158.77,159.4,2.5,2,2.18,32.18,0.13,0.09,0.31,0.08,32.11
Jergus Pechac,159.02,0.45,9.79,5,3.5,161,0.51,2582,2766,246,2,3,12.89,6.5,0.41,7.76,0.08,0.63,0.33,160.1,158.3,2,1.5,2.25,42.24,0.18,0.12,0.35,0.17,60.28
Shakhriyar Mamedyarov,158.95,0.49,9.01,6,5,159.5,0.42,2733,2798,244,4,2,8.57,3.53,0.55,7.11,0.08,0.44,0.59,159.98,156.9,3.5,1.5,2.93,12.45,0.1,0.04,0.19,0.3,50.49
Emre Can,158.87,0.39,34.67,6,5,158.65,0.45,2551,2707,254,2,4,9.93,1.15,0.21,61.37,0.07,0.32,0.42,159.7,158.45,2,3,2.33,1.32,0.06,0,0.06,0.04,3766.4
Ori Kobo,158.81,0.47,8.42,7,5.5,158.5,0.44,2525,2681,382,4,3,6.6,1.27,0.29,5.57,0.07,0.58,0.31,158.18,159.67,3,2.5,3.26,1.61,0.05,0,0.07,0.08,31.08
Ediz Gurel,158.37,0.45,40.62,7,5.5,158.1,0.44,2625,2622,330,4,3,5.53,3.47,0.38,92.07,0.04,0.64,0.21,157.57,159.43,3,2.5,3.17,12.03,0.03,0.03,0.19,0.14,8477.74
Isik Can,158.25,0.32,7.82,4,3,158,0.34,2507,2492,199,2,2,7.65,2.47,0.22,5.52,0.04,0.48,0.15,156.75,159.75,1.5,1.5,1.26,6.08,0.02,0.02,0.13,0.05,30.48
Pentala Harikrishna,158.22,0.35,6.6,6,3.5,159.95,0.24,2688,2660,316,2,4,6.46,8.89,0.36,2.96,0.04,0.3,0.37,159,157.82,1,2.5,2.08,79.07,0.13,0.23,0.48,0.13,8.74
Liviu-Dieter Nisipeanu,157.89,0.38,6.32,7,4.5,158.5,0.29,2584,2545,302,4,3,5.22,4.8,0.43,3.63,0.01,0.48,0.25,156.93,159.17,2.5,2,2.64,23.06,0.05,0.07,0.26,0.18,13.19
Chithambaram VR. Aravindh,157.47,0.5,10.44,6,4.5,159.55,0.32,2698,2776,209,3,3,7.7,10.65,0.53,7.95,-0.01,0.52,0.49,159.13,155.8,2,2.5,3.01,113.32,0.11,0.33,0.58,0.28,63.14
Maxime Lagarde,157.41,0.48,6.62,7,5.5,158.8,0.42,2595,2654,295,4,3,6.43,6.17,0.49,4.68,-0.01,0.28,0.75,159.32,154.87,3,2.5,3.37,38.09,0.07,0.11,0.33,0.24,21.88
Arseniy Nesterov,157,0.31,34.27,7,4,159.6,0.28,2601,2566,303,4,3,5.8,9,0.2,70.64,-0.03,0.32,0.28,160.55,152.27,3,1,2.14,81.03,0.11,0.24,0.49,0.04,4989.35
Ivan Saric,156.78,0.36,10.87,6,4,159.2,0.32,2673,2593,230,3,3,8.96,6.71,0.19,9.24,-0.04,0.5,0.22,154.67,158.9,2,2,2.18,44.96,0.09,0.13,0.36,0.04,85.35
Nikita Petrov,156.6,0.19,60.81,4,2,161.75,0.12,2589,2548,147,3,1,7.32,11.26,0.23,111.6,-0.05,0.22,0.12,155.27,160.6,1,1,0.77,126.73,0.22,0.37,0.61,0.05,12454.23
Lucas Van Foreest,156.02,0.18,6.78,4,1.5,159.55,0.06,2522,2462,130,3,1,3.72,9.21,0.29,7.45,-0.08,0.23,0.05,154.67,160.1,1,0.5,0.73,84.78,0.11,0.25,0.5,0.08,55.58
Gergely Antal,155.64,0.33,68.11,5,2.5,157.8,0.51,2545,2401,328,2,3,17.91,6.83,0.31,95.16,-0.11,0.24,0.38,158.75,153.57,1.5,1,1.63,46.64,0.01,0.13,0.37,0.09,9055.17
Xiangzhi Bu,155.33,0.53,10.16,7,4,159.5,0.58,2690,2621,269,4,3,8.74,7.84,0.36,5.04,-0.12,0.62,0.4,155.72,154.8,2.5,1.5,3.7,61.42,0.1,0.18,0.42,0.13,25.4
Boris Gelfand,155.3,0.45,6.56,5,3,157.8,0.47,2658,2635,194,2,3,5.6,7.9,0.42,3.72,-0.12,0.41,0.48,156.2,154.7,1.5,1.5,2.25,62.43,0.01,0.18,0.43,0.18,13.86
Andrei Volokitin,155.21,0.6,26.68,7,5,159.1,0.31,2648,2734,330,4,3,6.85,9.91,0.5,55.78,-0.13,0.38,0.88,156.07,154.07,2.5,2.5,4.17,98.17,0.08,0.29,0.54,0.25,3111.66
Nodirbek Abdusattorov,155.17,0.7,63.51,6,4.5,156.65,0.7,2783,2813,350,3,3,24.56,10.34,0.39,80.32,-0.13,1.02,0.38,148.3,162.03,2,2.5,4.21,106.9,-0.06,0.31,0.56,0.15,6451.04
Yangyi Yu,154.96,0.57,6.8,7,5.5,159.3,0.41,2717,2794,345,3,4,4.14,17.2,0.87,6.25,-0.14,0.04,0.96,164.47,147.82,2.5,3,3.96,295.75,0.1,0.86,0.93,0.75,39.03
M. Amin Tabatabaei,154.34,0.63,58.2,7,5,158.9,0.37,2702,2723,279,4,3,7.8,15.12,0.71,132.91,-0.17,0.66,0.59,154.88,153.63,3.5,1.5,4.38,228.55,0.07,0.66,0.81,0.5,17665.34
David Navara,154.33,0.46,20.28,6,3.5,161.05,0.13,2683,2597,282,4,2,4.26,16.94,0.6,35.96,-0.17,0.64,0.11,150.45,162.1,2,1.5,2.76,286.89,0.19,0.83,0.91,0.36,1293.48
Sanan Sjugirov,154.28,0.64,6.55,6,4.5,160.95,0.44,2637,2790,406,3,3,6.62,16.91,0.79,2.97,-0.18,0.96,0.32,147.53,161.03,2,2.5,3.84,285.82,0.18,0.83,0.91,0.63,8.8
Thai Dai Van Nguyen,153.98,0.39,7.01,5,4,163,0.09,2663,2738,320,3,2,7.4,20.39,0.72,4.84,-0.2,0.59,0.1,148.3,162.5,2,2,1.97,415.61,0.29,1.21,1.1,0.53,23.45
Gergely Aczel,153.9,0.37,33.88,4,3,157.9,0.34,2460,2418,156,2,2,8.7,8.07,0.39,190.88,-0.2,0.42,0.32,157.95,149.85,2,1,1.48,65.07,0.02,0.19,0.44,0.15,36436.6
Bogdan-Daniel Deac,153.33,0.5,-5.14,7,5,160.7,0.31,2691,2690,394,4,3,4.29,18.85,0.65,26.75,-0.23,0.38,0.65,159.65,144.9,3.5,1.5,3.5,355.27,0.17,1.03,1.02,0.42,715.39
Teimour Radjabov,152.92,0.62,8.06,5,3,158.9,0.41,2700,2666,187,2,3,5.98,16.46,0.58,6.93,-0.25,1.16,0.25,141.3,160.67,1.5,1.5,3.09,270.87,0.07,0.78,0.89,0.33,48.08
Alon Greenfeld,152.7,0.79,12.06,7,5.5,156.8,0.84,2449,2668,282,3,4,9.82,10.02,0.51,6.56,-0.26,0.71,0.85,152.9,152.55,2,3.5,5.52,100.31,-0.04,0.29,0.54,0.26,42.98
Pavel Eljanov,152.67,0.55,9.82,7,5,163.2,0.1,2672,2750,277,3,4,8.24,18.43,0.77,6.9,-0.27,0.13,0.86,158.97,147.95,1.5,3.5,3.84,339.48,0.3,0.99,0.99,0.59,47.66
Nitzan Steinberg,152.07,0.67,9.77,7,5,158.5,0.62,2554,2666,353,3,4,6.93,13.31,0.58,6.94,-0.3,0.6,0.73,155.3,149.65,2.5,2.5,4.72,177.09,0.05,0.52,0.72,0.33,48.14
Nils Grandelius,152.02,0.53,9.42,4,3,158.9,0.33,2650,2582,139,2,2,8.98,14.7,0.53,2.88,-0.3,0.2,0.86,159.6,144.45,1.5,1.5,2.12,216.04,0.07,0.62,0.79,0.28,8.32
Nodirbek Yakubboev,151.52,0.88,11.2,6,5,153.65,0.86,2654,2860,285,4,2,5.96,15.2,0.8,11.59,-0.32,1.26,0.12,146.98,160.6,4,1,5.31,230.95,-0.21,0.67,0.82,0.64,134.43
Santosh Gujrathi Vidit,151.33,0.7,6.25,6,4,162.95,0.1,2726,2799,295,2,4,3.74,23.07,1.01,5.25,-0.34,0.03,1.03,164.2,144.9,1,3,4.19,532.25,0.29,1.55,1.25,1.02,27.57
Benjamin Gledura,151.1,0.71,45.77,7,5.5,158.8,0.91,2639,2718,287,4,3,13,15.01,0.54,92.24,-0.35,0.69,0.73,151.6,150.43,3.5,2,4.95,225.36,0.06,0.66,0.81,0.29,8507.83
Victor Mikhalevski,150.93,0.68,13.41,7,4,152.7,0.65,2480,2562,350,4,3,11.31,8.8,0.19,5.73,-0.36,0.59,0.81,156.07,144.07,3,1,4.77,77.43,-0.26,0.22,0.47,0.04,32.81
David Anton Guijarro,150.68,0.57,10.38,6,4,159.85,0.08,2667,2655,261,2,4,5.86,26.27,0.89,10.61,-0.37,1.12,0.3,129.35,161.35,1,3,3.44,690.05,0.12,2.01,1.42,0.79,112.65
Jonas Buhl Bjerre,150.68,0.71,10.93,6,4,153.25,0.68,2650,2637,317,3,3,9.12,13.45,0.62,8.63,-0.37,0.64,0.78,154.17,147.2,2.5,1.5,4.27,180.89,-0.23,0.52,0.72,0.38,74.42
Parham Maghsoodloo,150.09,0.94,67.73,7,5,158.1,0.89,2719,2751,303,3,4,15.9,16.26,0.54,144.93,-0.4,0.63,1.18,159.8,142.8,2.5,2.5,6.6,264.52,0.03,0.77,0.88,0.29,21004.83
Luka Draskovic,150.02,0.69,12.08,4,2,148.3,0.6,2503,2499,178,1,3,11.86,8.64,0.53,6.33,-0.41,1.42,0.45,143.2,152.3,1,1,2.76,74.71,-0.5,0.22,0.47,0.28,40.02
Evgeny Postny,149.96,0.83,9.79,7,5,151.9,0.77,2570,2542,359,4,3,10.52,14.51,0.5,4.65,-0.41,0.7,1.01,157.2,140.3,3.5,1.5,5.82,210.48,-0.3,0.61,0.78,0.25,21.65
Narayanan_S L,149.95,0.71,45.7,6,4,158.55,0.45,2640,2636,257,4,2,11.52,25.71,0.82,87.16,-0.41,0.95,0.22,145.05,159.75,3,1,4.25,661.1,0.05,1.92,1.39,0.67,7596.28
Daniel Dardha,149.9,0.64,28.27,7,4.5,158.5,0.31,2604,2559,361,3,4,7.95,16.01,0.69,47.08,-0.41,0.26,0.92,158.47,143.48,2,2.5,4.46,256.43,0.05,0.74,0.86,0.48,2216.41
Denis Kadric,149.52,0.62,9.43,4,2,151.5,0.7,2558,2586,146,1,3,10.67,15.51,0.43,4.95,-0.43,1.02,0.49,140.8,152.43,0.5,1.5,2.48,240.66,-0.32,0.7,0.84,0.18,24.49
Alexander Huzman,149.49,0.52,10.47,7,4.5,158.3,0.09,2536,2403,280,3,4,6.64,16.75,0.68,10.96,-0.44,0.63,0.43,149.4,149.55,2.5,2,3.62,280.46,0.04,0.82,0.91,0.46,120.05
Leon Luke Mendonca,149.19,0.68,22.49,7,4.5,158.2,0.6,2622,2632,265,4,3,9.68,18.65,0.8,31.58,-0.45,0.87,0.44,145.45,154.17,3,1.5,4.79,347.81,0.04,1.01,1,0.64,997.02
Jari Reuker,149.07,0.69,9.3,4,2,156.7,0.6,2401,2436,256,1,3,9.54,18.26,0.65,7.53,-0.46,0,0.92,161,145.1,0,2,2.75,333.45,-0.05,0.97,0.98,0.42,56.77
Robert Markus,149.05,1,11.47,4,4,156.1,0.91,2581,2668,213,2,2,11.61,17.08,0.7,3.5,-0.46,1.08,0.91,142,156.1,2,2,3.99,291.69,-0.08,0.84,0.92,0.5,12.24
Maksim Chigaev,148.67,0.57,52.72,7,2.5,157.9,0.39,2624,2440,355,3,4,10.1,14.09,0.51,111.54,-0.48,0.52,0.6,146.93,149.98,0.5,2,3.96,198.55,0.02,0.58,0.76,0.26,12441.03
Ariel Erenberg,148.66,0.75,14.66,5,3.5,145.4,0.53,2504,2594,242,2,3,15.76,11.02,0.52,12.54,-0.48,0.32,1.03,160.3,140.9,2,1.5,3.73,121.47,-0.66,0.35,0.59,0.27,157.18
Praggnanandhaa R,148.3,0.68,29.78,7,4,146.6,0.46,2746,2601,317,3,4,11.92,15.39,0.58,47.99,-0.5,0.68,0.68,153.33,144.52,2.5,1.5,4.78,236.97,-0.59,0.69,0.83,0.34,2303.35
Rokas Klabis,148.08,0.67,10.25,5,3.5,159.1,0.58,2399,2624,229,3,2,11.07,16.24,0.74,5.76,-0.51,0.87,0.38,147.6,148.8,2.5,1,3.37,263.74,0.08,0.77,0.88,0.54,33.23
Tomas Laurusas,147.92,0.86,81.66,5,3,151.2,1.1,2573,2619,251,3,2,26.18,13.44,0.53,99.74,-0.52,0.72,1.08,143.57,154.45,1,2,4.32,180.52,-0.35,0.53,0.73,0.28,9948.44
Dmitry Andreikin,147.69,0.7,34.89,7,3,145.7,0.75,2729,2595,316,4,3,10.99,14.77,0.55,65.86,-0.54,0.55,0.91,153.68,139.7,2.5,0.5,4.93,218.03,-0.64,0.63,0.79,0.3,4336.9
Vincent Keymer,147.44,1.09,8.45,7,5.5,147.6,0.91,2721,2846,419,5,2,8.39,19.38,0.96,4.22,-0.55,0.65,2.18,155.58,127.1,4,1.5,7.63,375.7,-0.54,1.09,1.05,0.91,17.85
Christian Bauer,146.9,0.78,16.2,6,3.5,147.25,0.72,2557,2453,261,3,3,15.54,10.51,0.45,6.54,-0.58,0.51,1.06,150.87,142.93,1.5,2,4.7,110.56,-0.56,0.32,0.57,0.21,42.83
Tamas Banusz,146.84,0.59,13.9,5,2.5,158.3,0.46,2591,2432,199,3,2,15.74,21.33,0.51,8.58,-0.58,0.53,0.7,153.07,137.5,2,0.5,2.97,455,0.04,1.32,1.15,0.26,73.67
Alexandr Predke,146.83,0.63,14.66,6,3,152.3,0.6,2677,2554,232,2,4,10.5,16.66,0.45,9.68,-0.58,0.65,0.62,143.85,148.32,1,2,3.77,277.42,-0.29,0.81,0.9,0.2,93.72
Peter Prohaszka,146.6,0.62,10.33,6,3.5,158.8,0.38,2548,2490,262,2,4,9.56,22.32,0.73,8.43,-0.59,0.09,0.89,161.55,139.12,1.5,2,3.75,498.39,0.06,1.45,1.2,0.54,70.99
Jorden Van Foreest,146.6,0.82,62.2,6,4,157.9,0.7,2697,2618,255,3,3,14.6,24.52,0.79,117.48,-0.59,0.49,1.15,153.77,139.43,2,2,4.93,601.16,0.02,1.75,1.32,0.63,13801.12
Aydin Suleymanli,145.79,0.81,9.77,7,4,157.6,0.61,2637,2570,378,4,3,6.36,27.24,0.91,7.22,-0.64,0.45,1.29,154.2,134.57,1.5,2.5,5.68,741.8,0,2.15,1.47,0.83,52.12
Aryan Chopra,145.47,0.91,30.75,7,5,144.6,1.11,2620,2676,318,3,4,18.97,19.38,0.71,43,-0.65,1.57,0.42,134.13,153.98,2,3,6.39,375.7,-0.7,1.09,1.04,0.51,1849.25
Eytan Rozen,145.28,0.86,26.51,5,3,158.1,0.7,2478,2565,226,3,2,7.39,22.67,0.78,39.11,-0.66,0.37,1.59,160.23,122.85,2,1,4.3,513.99,0.03,1.49,1.22,0.6,1529.65
Bence Korpa,144.78,0.62,101.31,5,3.5,157.8,0.29,2550,2384,201,2,3,13.24,20.02,0.59,192.91,-0.69,0.74,0.54,136.55,150.27,1,2.5,3.1,400.69,0.01,1.17,1.08,0.35,37212.79
Patrik Stevik,144.2,0.64,15.18,5,1.5,143.7,0.51,2268,2281,204,2,3,14.43,9.79,0.48,11.47,-0.72,0.72,0.58,142.65,145.23,0.5,1,3.2,95.76,-0.75,0.28,0.53,0.23,131.49
Gukesh D,144.09,0.87,11.24,7,4,161.2,0.17,2794,2658,339,4,3,8.68,24.14,1.04,8.17,-0.73,1.18,0.47,138.28,151.83,2.5,1.5,6.12,582.61,0.19,1.69,1.3,1.08,66.81
Anton Korobov,144.01,0.71,40.62,7,3.5,153.1,0.67,2660,2474,332,2,5,16.87,23.35,0.67,64.77,-0.73,1.08,0.56,127.5,150.62,1,2.5,4.97,545.26,-0.24,1.58,1.26,0.45,4194.71
Ido Gorshtein,144,0.89,10.99,5,2.5,143.9,0.94,2527,2572,203,3,2,9.82,17.37,0.59,4.83,-0.73,0.94,0.82,146.13,140.8,2,0.5,4.47,301.59,-0.74,0.88,0.94,0.35,23.29
Asaf Givon,144,0.92,28.13,5,3,139.2,1.02,2422,2361,209,2,3,29.86,11.79,0.32,16.32,-0.73,0.95,0.9,143.65,144.23,1.5,1.5,4.61,139.12,-0.99,0.41,0.64,0.11,266.24
Aleksandar Indjic,143.86,0.97,11.61,5,4,158.4,0.35,2620,2750,234,2,3,13.32,27.49,1.15,7.48,-0.74,0.2,1.49,161.5,132.1,1.5,2.5,4.87,755.63,0.05,2.2,1.48,1.33,55.92
Nijat Abasov,143.83,0.84,10.58,7,5,159,0.58,2619,2584,415,5,2,11.4,25.57,0.91,5.46,-0.74,1.01,0.39,137.72,159.1,3,2,5.85,653.73,0.08,1.9,1.38,0.82,29.81
Vugar Manafov,143.48,0.68,64.9,4,2.5,149.1,0.65,2437,2250,138,2,2,22.43,19.56,0.75,99.29,-0.76,0.65,0.7,137.4,149.55,1,1.5,2.71,382.46,-0.46,1.11,1.05,0.56,9858.17
Volodar Murzin,143.43,0.97,9.7,7,5,158.1,0.74,2648,2679,391,3,4,8.67,27.12,0.89,7.72,-0.76,0.68,1.18,153.63,135.78,2.5,2.5,6.77,735.76,0.03,2.14,1.46,0.79,59.58
Yi Wei,143.17,0.99,20.54,7,4,154.4,0.78,2763,2630,379,4,3,13.92,23.6,1.02,79.32,-0.78,1.14,0.8,144.72,141.1,3,1,6.93,557.16,-0.17,1.62,1.27,1.03,6291.11
Ihor Samunenkov,143.08,0.73,15.13,5,2,138.3,0.81,2533,2440,228,3,2,10.2,19.82,0.69,16.88,-0.78,1.19,0.04,129.97,162.75,0.5,1.5,3.64,392.86,-1.04,1.14,1.07,0.47,285.08
Avital Boruchovsky,143.02,0.7,51.45,5,2,142.8,0.95,2537,2462,254,2,3,8.8,18.46,0.58,94.88,-0.79,0.08,1.1,161.45,130.73,1.5,0.5,3.48,340.64,-0.8,0.99,1,0.34,9003.02
Evgeny Zanan,143,0.68,60.16,7,3,143,0.73,2476,2332,341,4,3,12.36,15.34,0.38,81.74,-0.79,0.74,0.62,138.45,149.07,1.5,1.5,4.79,235.35,-0.79,0.68,0.83,0.14,6681.7
