Date,White,Black,Result,EngineName,EngineDetails
2019.04.02,Navara,Carlsen,0-1,Stockfish 261218-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.05.09,Tan,Ju,0-1,Stockfish 060518-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2015.02.03,Carlsen,Adams,*,,
2016.12.26,Nepomniachtchi,Pantsulaia,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.12.26,Carlsen,Ganguly,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.12.26,Pantsulaia,Carlsen,*,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.12.26,Halkias,Aronian,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.12.26,Inarkiev,Quparadze,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.12.26,Karjakin,Potapov,*,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.12.26,Carlsen,Henriques Villagra,*,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.12.26,Sanal,Nakamura,0-1,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.12.26,Adly,Melkumyan,0-1,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.12.26,Carlsen,Henriquez Villagra,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.12.26,Dubov,Maghsoodloo,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.12.26,Carlsen,Inarkiev,*,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.12.26,Mamedyarov,Amonatov,*,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Duda,Carlsen,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Giri,Le,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Giri,Le,0-1,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Firouzja,Carlsen,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Carlsen,Firouzja,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Le,Giri,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Duda,Praggnanandhaa,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Firouzja,Carlsen,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Giri,Le,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Praggnanandhaa,Duda,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Carlsen,Firouzja,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Duda,Praggnanandhaa,0-1,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Carlsen,Firouzja,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Praggnanandhaa,Duda,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Praggnanandhaa,Duda,0-1,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.20,Firouzja,Carlsen,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.10.16,Firouzja,Carlsen,0-1,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.10.16,Carlsen,Aronian,*,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.10.16,Carlsen,Aronian,0-1,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.10.16,Caruana,Tari,1-0,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Carlsen,Schitco,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Macovei,Hammer,0-1,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Ceres,Urkedal,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Rurik Capella,Espirito Santo,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Soriano,McCoy,0-1,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Banusz,Shevchenko,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Gukesh D,Abdusattorov,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Ortiz Suarez,Veiga,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Gukesh D,Abdusattorov,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Gukesh D,Abdusattorov,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Horvath,Ribera Veganzones,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Khoa,Delgado Rosas,0-1,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Gukesh D,Abdusattorov,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Nogerbek,Bosiocic,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Laylo,Giron Chavez,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Mirzaad,Mansour,0-1,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Gukesh D,Abdusattorov,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Kjartansson,Banikas,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Saric,Jumabayev,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Abdelhakiem Abdellatief Nogdalla Fadul,Hsu,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Gukesh D,Abdusattorov,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Sebenik,Greet,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Gukesh D,Abdusattorov,0-1,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Narayanan.S.L,Daneshvar,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Narayanan.S.L,Daneshvar,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Narayanan.S.L,Daneshvar,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Kurniawan,Poh,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Narayanan.S.L,Daneshvar,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Perez Ponsa,Siddharth,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Perez Ponsa,Siddharth,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Perez Ponsa,Siddharth,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Ahmed Aboobakuru,Thomas,*,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.08.08,Carlsen,Schitco,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.07.06,Nepomniachtchi,Carlsen,1/2-1/2,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.07.06,Carlsen,Caruana,0-1,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.07.06,Nepomniachtchi,Firouzja,*,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.07.06,Duda,Lupulescu,1-0,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.07.06,Anand,Saric,1-0,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.07.06,Gukesh D,Rapport,1/2-1/2,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.07.06,Carlsen,Caruana,0-1,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.07.06,Firouzja,Carlsen,1-0,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.07.06,Carlsen,Anand,*,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.07.06,Firouzja,Rapport,*,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.07.06,Gukesh D,Saric,1-0,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.07.06,Carlsen,Anand,1-0,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2021.01.24,Esipenko,Carlsen,*,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.24,Duda,Anton Guijarro,*,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.24,Harikrishna,Firouzja,0-1,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2015.12.12,"Topalov, Veselin","Carlsen, Magnus",*,Stockfish 041215 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.4GHz Haswell-EP"
2022.11.15,So,Carlsen,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.15,Giri,Le,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.15,So,Carlsen,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.15,Giri,Praggnanandhaa,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.15,Erigaisi Arjun,Carlsen,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.15,Praggnanandhaa,Giri,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.15,Carlsen,Erigaisi Arjun,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.15,Le,So,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.15,Giri,Praggnanandhaa,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.15,Giri,Praggnanandhaa,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.15,Erigaisi Arjun,Carlsen,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.15,Duda,Mamedyarov,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.15,Praggnanandhaa,Giri,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2015.12.06,"Anand,V","Carlsen,M",*,Stockfish 041215 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.4GHz Haswell-EP"
2021.01.30,Carlsen,Giri,1/2-1/2,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.30,Wojtaszek,Carlsen,*,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.30,Esipenko,Van Foreest,1/2-1/2,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.30,Giri,Firouzja,*,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.18,Carlsen,Tari,*,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.18,Carlsen,Tari,*,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.18,Giri,Donchenko,*,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.18,Caruana,Duda,1/2-1/2,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.18,Firouzja,Anton Guijarro,*,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2020.07.26,Ding,Carlsen,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.26,Carlsen,Ding,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.26,Ding,Carlsen,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.26,Carlsen,Ding,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.26,Leko,Giri,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.26,Anand,Nepomniachtchi,*,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.26,Anand,Nepomniachtchi,*,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.26,Anand,Nepomniachtchi,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.26,Giri,Leko,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.26,Leko,Giri,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.26,Gelfand,Kramnik,0-1,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.04.21,Naiditsch,Carlsen,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.05.16,Vocaturo,Hammer,1-0,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 6x2.3GHz Ivy Bridge-EP"
2022.11.29,Shevchenko,Carlsen,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Carlsen,Shevchenko,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Shevchenko,Carlsen,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Carlsen,Shevchenko,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Shevchenko,Carlsen,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Van Foreest,Sevian,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Carlsen,Shevchenko,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Shevchenko,Carlsen,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Sevian,Van Foreest,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Van Foreest,Sevian,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Shevchenko,Carlsen,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Carlsen,Shevchenko,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Dubov,Mamedov,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Pichot,Grischuk,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Mamedov,Dubov,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Dubov,Mamedov,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Mamedov,Dubov,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Dubov,Mamedov,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Dubov,Mamedov,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Mamedov,Dubov,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Grischuk,Pichot,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Grischuk,Pichot,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Grischuk,Pichot,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Mamedov,Dubov,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Pichot,Grischuk,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Dubov,Mamedov,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Grischuk,Pichot,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Mamedov,Dubov,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Pichot,Grischuk,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Dubov,Mamedov,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Grischuk,Pichot,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Mamedov,Dubov,*,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.29,Carlsen,Shevchenko,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.10.14,Wojtaszek,Carlsen,1/2-1/2,Stockfish 270818-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.10.14,Howell,Harikrishna,1-0,Stockfish 270818-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.11.23,Carlsen,Nakamura,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.11.23,Giri,Carlsen,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.11.23,Vidit,Carlsen,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.11.23,Vidit,Carlsen,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2014.11.20,Junior 13.3,Stockfish 091114,*,,
2014.11.20,Carlsen,Anand,*,,
2014.11.20,Komodo 1324,Houdini 4,*,,
2021.04.28,Radjabov,Carlsen,1/2-1/2,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
